date,home_team,away_team,home_form,away_form,home_goals_scored_avg,home_goals_conceded_avg,away_goals_scored_avg,away_goals_conceded_avg,home_goals_scored_avg_5,away_goals_scored_avg_5,home_draw_rate,away_draw_rate,home_rank_points,away_rank_points,rank_diff,home_elo,away_elo,elo_diff,home_squad_value_log,away_squad_value_log,squad_value_log_diff,home_attack_vs_away_def,away_attack_vs_home_def,h2h_home_winrate,h2h_avg_goals,is_neutral,outcome,home_goals,away_goals
2002-06-14,Japan,Tunisia,0.8888888888888888,0.7222222222222221,3.6,0.8,2.4,0.7,2.2,2.2,0.15,0.25,634.0,635.0,-1.0,1819.4445898740032,1666.5370826496128,152.90750722439043,8.0145975263647,7.474375175707548,0.5402223506571513,5.142857142857143,2.9999999999999996,0.5,2.5,0,0,2.0,0.0
2002-06-15,Denmark,England,0.8518518518518517,0.7851851851851852,2.3,0.5,1.8,0.6,2.6,1.2,0.25,0.35,657.0,694.0,-37.0,1836.1054177694743,1851.333957214513,-15.228539445038678,6.623392335848317,8.713404740863094,-2.090012405014777,3.833333333333333,3.6,0.5,2.5,1,2,0.0,3.0
2002-06-15,Germany,Paraguay,0.711111111111111,0.362962962962963,2.5,1.2,1.5,2.1,3.2,1.4,0.3,0.3,695.0,671.0,24.0,1831.6276982231093,1672.2415923794438,159.38610584366552,8.580195806604909,7.840637560568147,0.7395582460367622,1.1904761904761905,1.25,0.5,2.5,1,0,1.0,0.0
2002-06-16,Spain,Republic of Ireland,0.9148148148148147,0.7296296296296296,2.8,0.7,1.8,0.5,3.0,1.4,0.1,0.4,713.0,674.0,39.0,1898.6595042305387,1827.902272340898,70.7572318896407,8.666123936251493,6.656675916774934,2.009448019476559,5.6,2.5714285714285716,0.5,2.5,1,1,1.0,1.0
2002-06-16,Sweden,Senegal,0.874074074074074,0.7037037037037037,2.2,0.5,1.8,0.5,1.8,2.2,0.3,0.4666666666666667,665.0,599.0,66.0,1818.5888139929962,1779.9035904249279,38.685223568068295,8.245837267746268,8.229318487833023,0.016518779913244686,4.4,3.6,0.5,2.5,1,2,1.0,2.0
2002-06-17,Brazil,Belgium,0.7333333333333333,0.7481481481481481,2.3,1.1,1.9,1.0,3.0,1.6,0.05,0.35,784.0,653.0,131.0,1835.793002782211,1800.295102603249,35.49790017896203,8.616158813695924,8.314070422736199,0.3020883909597245,2.3,1.727272727272727,0.5,2.5,1,0,2.0,0.0
2002-06-17,Mexico,United States,0.837037037037037,0.7148148148148148,1.6,0.4,1.6,0.8,1.4,1.4,0.25,0.25,716.0,690.0,26.0,1862.8261297590468,1826.6390138625843,36.1871158964625,7.912299361826753,8.20145642958472,-0.2891570677579667,2.0,3.2,0.3333333333333333,1.3333333333333333,1,2,0.0,2.0
2002-06-18,Japan,Turkey,0.8962962962962963,0.6925925925925925,2.9,0.8,2.2,0.8,1.8,2.2,0.15,0.3,634.0,654.0,-20.0,1844.0896659651237,1703.7505089200042,140.33915704511946,8.0145975263647,8.292569751597501,-0.2779722252328014,3.6249999999999996,2.75,0.5,2.5,0,2,0.0,1.0
2002-06-18,South Korea,Italy,0.4814814814814815,0.7555555555555554,0.9,1.0,1.8,0.4,1.2,1.0,0.35,0.3,603.0,717.0,-114.0,1765.911545928314,1864.4411385328249,-98.52959260451098,7.71597511574624,6.7372536941723755,0.9787214215738649,1.8,1.8,0.5,2.5,0,0,2.0,1.0
2002-06-21,England,Brazil,0.8296296296296296,0.7555555555555556,2.1,0.6,2.2,1.0,1.4,3.2,0.3,0.05,694.0,784.0,-90.0,1840.0028762200723,1862.4921764001535,-22.489300180081273,8.713404740863094,8.616158813695924,0.09724592716717062,2.1,3.666666666666667,0.5,2.5,1,2,1.0,2.0
2002-06-21,Germany,United States,0.7333333333333333,0.7333333333333333,2.2,1.0,1.6,0.7,3.2,1.8,0.3,0.2,695.0,690.0,5.0,1859.3801569195418,1782.29692615709,77.08323076245188,8.580195806604909,8.20145642958472,0.3787393770201888,3.1428571428571432,1.6,1.0,2.0,1,0,1.0,0.0
2002-06-22,South Korea,Spain,0.5814814814814814,0.8555555555555556,1.0,0.9,2.7,0.8,1.4,2.4,0.3,0.15,603.0,713.0,-110.0,1804.1571550762405,1913.5599126560705,-109.40275757983,7.71597511574624,8.666123936251493,-0.9501488205052526,1.25,3.0,0.0,4.0,0,1,0.0,0.0
2002-06-22,Senegal,Turkey,0.7555555555555556,0.7148148148148149,2.0,0.6,2.0,0.8,2.4,2.2,0.4375,0.25,599.0,654.0,-55.0,1776.8125609780445,1733.5906905784134,43.22187039963114,8.229318487833023,8.292569751597501,-0.06325126376447798,2.5,3.3333333333333335,0.5,2.5,1,2,0.0,1.0
2002-06-25,South Korea,Germany,0.548148148148148,0.7851851851851851,0.9,0.9,2.1,0.8,1.2,2.6,0.3,0.3,603.0,695.0,-92.0,1839.299190033638,1876.7368869406628,-37.4376969070247,7.71597511574624,8.580195806604909,-0.8642206908586685,1.125,2.3333333333333335,0.0,5.0,0,2,0.0,1.0
2002-06-26,Brazil,Turkey,0.8370370370370371,0.7666666666666667,2.4,0.9,1.8,0.5,3.0,1.4,0.05,0.25,784.0,654.0,130.0,1889.2231543934702,1774.1073539978963,115.11580039557384,8.616158813695924,8.292569751597501,0.32358906209842253,4.8,2.0,1.0,3.0,1,0,1.0,0.0
2002-06-29,South Korea,Turkey,0.5111111111111111,0.6518518518518519,0.8,0.8,1.7,0.6,0.8,1.2,0.25,0.2,603.0,654.0,-51.0,1845.1705199734636,1807.2738435431988,37.89667643026473,7.71597511574624,8.292569751597501,-0.5765946358512606,1.3333333333333335,2.125,0.5,2.5,0,2,2.0,3.0
2002-06-30,Germany,Brazil,0.8037037037037037,0.8518518518518519,2.0,0.8,2.3,0.9,1.2,2.8,0.3,0.05,695.0,784.0,-89.0,1901.8086265159523,1917.80363010851,-15.99500359255785,8.580195806604909,8.616158813695924,-0.03596300709101463,2.2222222222222223,2.8749999999999996,0.5,2.5,1,2,0.0,2.0
2002-07-06,Grenada,Saint Martin,0.34444444444444444,0.5,2.1666666666666665,2.1666666666666665,1.2,1.2,2.2,1.2,0.16666666666666666,0.25,299.0,1000.0,-701.0,1435.6391723385034,1486.784829585616,-51.145657247112695,6.0,7.170696227168975,-1.1706962271689747,1.8055555555555556,0.5538461538461539,0.5,2.5,0,0,8.0,3.0
2002-07-07,Guadeloupe,Puerto Rico,0.5,0.16666666666666666,1.2,1.2,1.25,3.75,1.2,1.25,0.25,0.25,1000.0,52.0,948.0,1415.2531304939312,1215.1422936051329,200.1108368887983,7.170696227168975,6.0,1.1706962271689747,0.32,1.0416666666666667,0.5,2.5,0,0,4.0,0.0
2002-07-14,British Virgin Islands,Saint Lucia,0.0,0.27777777777777773,0.5,7.0,0.5,1.75,0.5,0.5,0.0,0.0,193.0,1000.0,-807.0,1304.736877340097,1421.9240233579435,-117.18714601784654,6.0,7.170696227168975,-1.1706962271689747,0.2857142857142857,0.07142857142857142,0.5,2.5,0,2,1.0,3.0
2002-07-21,Puerto Rico,Guadeloupe,0.11666666666666667,1.0,1.0,3.8,4.0,0.0,1.0,4.0,0.2,0.0,52.0,1000.0,-948.0,1211.1188649184737,1429.3180113881806,-218.19914646970687,6.0,7.170696227168975,-1.1706962271689747,2.0,1.0526315789473684,0.0,4.0,0,2,0.0,2.0
2002-07-28,Aruba,Suriname,0.24444444444444446,0.2888888888888889,1.6666666666666667,2.8333333333333335,0.16666666666666666,0.6666666666666666,1.6,0.2,0.16666666666666666,0.16666666666666666,96.0,253.0,-157.0,1267.3382041140753,1449.1575701969493,-181.819366082874,6.0,6.0,0.0,2.5000000000000004,0.0588235294117647,0.5,2.5,0,2,0.0,2.0
2002-07-28,Guyana,Curaçao,0.0,0.27777777777777773,0.5,4.0,0.5,2.0,0.5,0.5,0.0,0.5,140.0,1000.0,-860.0,1345.51032032663,1360.1301852187773,-14.619864892147234,6.0,7.170696227168975,-1.1706962271689747,0.25,0.125,0.5,2.5,0,0,2.0,1.0
2002-07-28,Saint Lucia,British Virgin Islands,0.4666666666666667,0.0,1.0,1.6,0.6666666666666666,5.666666666666667,1.0,0.6666666666666666,0.0,0.0,1000.0,193.0,807.0,1435.5647506075593,1312.9679365833108,122.59681402424849,7.170696227168975,6.0,1.1706962271689747,0.1764705882352941,0.41666666666666663,1.0,4.0,0,0,8.0,1.0
2002-08-04,Saint Martin,Grenada,0.0,0.47619047619047616,3.0,8.0,3.0,2.2857142857142856,3.0,2.6,0.0,0.14285714285714285,1000.0,299.0,701.0,1490.7972937115985,1473.46855798357,17.328735728028505,7.170696227168975,6.0,1.1706962271689747,1.3125,0.375,0.0,11.0,0,2,1.0,7.0
2002-08-11,Suriname,Aruba,0.4206349206349206,0.19841269841269837,0.42857142857142855,0.5714285714285714,1.4285714285714286,2.7142857142857144,0.6,1.4,0.14285714285714285,0.14285714285714285,253.0,96.0,157.0,1433.29938194579,1259.7581357249308,173.5412462208592,6.0,6.0,0.0,0.15789473684210525,2.5,1.0,2.0,0,0,6.0,0.0
2002-08-11,Curaçao,Guyana,0.2,0.4444444444444444,0.6,2.0,1.0,3.0,0.6,1.0,0.4,0.0,1000.0,140.0,860.0,1380.102629926954,1336.1885536774835,43.914076249470554,7.170696227168975,6.0,1.1706962271689747,0.19999999999999998,0.5,0.0,3.0,0,0,1.0,0.0
2002-08-16,Dominican Republic,United States Virgin Islands,0.4962962962962963,0.0,1.5,2.1,0.5,7.0,1.2,0.5,0.1,0.0,187.0,1000.0,-813.0,1412.1500060171752,1370.3168438705577,41.8331621466175,6.0,7.170696227168975,-1.1706962271689747,0.21428571428571427,0.23809523809523808,0.5,2.5,0,0,6.0,1.0
2002-08-18,Dominican Republic,United States Virgin Islands,0.5296296296296297,0.0,1.8,2.0,0.6666666666666666,6.666666666666667,2.4,0.6666666666666666,0.09090909090909091,0.0,187.0,1000.0,-813.0,1425.4817115904757,1356.676116620942,68.80559496953379,6.0,7.170696227168975,-1.1706962271689747,0.27,0.3333333333333333,1.0,7.0,0,0,5.0,1.0
2002-09-07,Armenia,Ukraine,0.24444444444444444,0.5740740740740741,0.7,1.9,1.1,0.8,0.4,1.6,0.35,0.55,416.0,591.0,-175.0,1423.0749862387447,1640.7302205251765,-217.65523428643178,6.027976219049203,6.485458669812742,-0.4574824507635382,0.8749999999999999,0.5789473684210527,0.0,2.3333333333333335,0,1,2.0,2.0
2002-09-07,Austria,Moldova,0.5,0.25555555555555554,1.0,1.4,0.6,2.0,0.6,1.2,0.25,0.35,522.0,405.0,117.0,1633.5799351141013,1353.7169147863717,279.8630203277296,7.903777288752186,6.0,1.9037772887521864,0.5,0.4285714285714286,0.5,2.5,0,0,2.0,0.0
2002-09-07,Azerbaijan,Italy,0.2185185185185185,0.6370370370370371,0.4,1.7,1.6,0.6,0.6,1.2,0.15,0.25,368.0,714.0,-346.0,1290.2452921617526,1829.1596535125238,-538.9143613507713,6.0,6.7317908624974985,-0.7317908624974985,0.6666666666666667,0.9411764705882354,0.5,2.5,0,2,0.0,2.0
2002-09-07,Belgium,Bulgaria,0.662962962962963,0.5777777777777777,1.7,1.0,1.4,1.5,1.4,0.8,0.35,0.2,677.0,526.0,151.0,1797.75112402946,1624.4347596812283,173.31636434823167,8.32974591014627,6.3336534596301926,1.9960924505160778,1.1333333333333333,1.4,0.5,2.5,0,2,0.0,2.0
2002-09-07,Bosnia and Herzegovina,Romania,0.4185185185185185,0.5925925925925927,1.6,1.4,1.2,1.0,1.8,1.4,0.2,0.2,487.0,645.0,-158.0,1531.0586104646218,1728.3362163845552,-197.27760591993342,7.728468010043669,6.599375371074778,1.1290926389688911,1.6,0.8571428571428572,0.5,2.5,0,2,0.0,3.0
2002-09-07,Cyprus,France,0.2555555555555556,0.5962962962962963,1.3,3.1,1.6,1.2,0.6,0.8,0.1,0.2,481.0,772.0,-291.0,1507.4108357009438,1871.0749045080806,-363.6640688071368,6.2171314562904705,8.795922581354922,-2.578791125064452,1.0833333333333335,0.5161290322580645,0.5,2.5,0,2,1.0,2.0
2002-09-07,Faroe Islands,Scotland,0.23333333333333334,0.6481481481481481,0.6,2.3,1.3,0.8,0.2,1.6,0.2,0.3,354.0,525.0,-171.0,1295.914988268389,1665.7423167810637,-369.82732851267474,6.0,7.76975441398176,-1.7697544139817598,0.7499999999999999,0.5652173913043479,0.0,3.25,0,1,2.0,2.0
2002-09-07,Finland,Wales,0.5703703703703703,0.4185185185185185,1.7,1.0,1.0,1.2,2.0,1.0,0.25,0.3,600.0,445.0,155.0,1666.4095522211765,1542.3388207490025,124.07073147217397,6.505149978319906,6.11577626011177,0.3893737182081365,1.4166666666666667,1.0,0.5,2.5,0,2,0.0,2.0
2002-09-07,Croatia,Estonia,0.6666666666666666,0.2555555555555556,1.7,0.5,1.0,2.6,1.4,0.8,0.3,0.2,651.0,487.0,164.0,1780.2391991359293,1436.8975546524093,343.34164448352,8.16684048509688,6.233283110812878,1.9335573742840024,0.6538461538461539,2.0,1.0,5.0,0,1,0.0,0.0
2002-09-07,Greece,Spain,0.4074074074074074,0.8296296296296296,1.2,1.7,2.6,0.7,1.2,2.0,0.25,0.2,552.0,775.0,-223.0,1622.70117826232,1902.3134975840794,-279.6123193217595,6.396513460356572,8.702336108905937,-2.3058226485493654,1.7142857142857144,1.5294117647058825,0.5,2.5,0,2,0.0,2.0
2002-09-07,Latvia,Sweden,0.18518518518518517,0.7481481481481481,0.8,2.0,2.2,0.7,0.8,1.6,0.25,0.25,414.0,673.0,-259.0,1402.3995673117588,1790.5332803285883,-388.13371301682946,6.021697250531672,8.251030686667141,-2.2293334361354686,1.142857142857143,1.1,0.0,2.0,0,1,0.0,0.0
2002-09-07,Lithuania,Germany,0.1814814814814815,0.7481481481481481,0.4,2.3,1.9,0.5,0.4,1.0,0.2,0.25,418.0,764.0,-346.0,1399.1250714724997,1897.9629252934913,-498.83785382099154,6.034225072494081,8.621304360590484,-2.587079288096403,0.8,0.8260869565217391,0.5,2.5,0,2,0.0,2.0
2002-09-07,Norway,Denmark,0.437037037037037,0.7296296296296296,1.2,1.4,1.8,0.8,1.6,2.2,0.25,0.25,621.0,703.0,-82.0,1659.445103681118,1839.3853566535279,-179.94025297240978,8.371458671782316,6.711562202228447,1.6598964695538685,1.4999999999999998,1.2857142857142858,0.5,2.5,0,1,2.0,2.0
2002-09-07,Slovenia,Malta,0.5222222222222223,0.040740740740740744,1.4,1.1,0.4,2.4,1.0,0.6,0.45,0.05,629.0,366.0,263.0,1652.6737543917243,1269.3857275072637,383.2880268844606,6.566648163504782,6.0,0.566648163504782,0.5833333333333334,0.36363636363636365,0.5,2.5,0,0,3.0,0.0
2002-09-07,Netherlands,Belarus,0.7185185185185186,0.5222222222222223,3.0,0.9,1.2,1.1,3.4,1.0,0.25,0.3,693.0,480.0,213.0,1891.0094996822438,1520.804445017321,370.2050546649227,8.473233008195209,6.214419939295737,2.258813068899472,2.727272727272727,1.3333333333333333,0.5,1.0,0,0,3.0,0.0
2002-09-07,San Marino,Poland,0.05555555555555555,0.5518518518518519,0.3,4.7,1.8,1.6,0.4,1.0,0.05,0.2,195.0,618.0,-423.0,1153.1657711429461,1690.1481893565485,-536.9824182136024,6.0,6.543661652435422,-0.5436616524354223,0.18749999999999997,0.3829787234042553,0.5,2.5,0,2,0.0,2.0
2002-09-07,Turkey,Slovakia,0.737037037037037,0.5814814814814814,1.9,0.6,1.6,0.9,1.6,1.8,0.2,0.2,707.0,577.0,130.0,1819.392840571023,1605.6062542056313,213.7865863653917,8.326411417070133,6.454223666636169,1.8721877504339641,2.111111111111111,2.666666666666667,0.5,1.5,0,0,3.0,0.0
2002-09-07,Russia,Republic of Ireland,0.6037037037037037,0.6814814814814815,1.7,0.8,1.6,0.5,2.2,1.2,0.15,0.45,637.0,699.0,-62.0,1707.9246169545486,1856.0058954124258,-148.08127845787726,6.583114524175026,6.704127754406019,-0.12101323023099297,3.4,2.0,0.5,2.5,0,0,4.0,2.0
2002-09-08,Switzerland,Georgia,0.4851851851851852,0.42592592592592593,1.8,1.2,1.5,1.6,1.0,1.6,0.2,0.15,510.0,536.0,-26.0,1588.185093860144,1548.6417737734341,39.543320086709855,8.012035835509948,6.358190596247285,1.6538452392626635,1.125,1.25,0.5,2.5,0,0,4.0,1.0
2002-09-08,Liechtenstein,North Macedonia,0.0,0.28518518518518515,0.0,2.8,1.1,1.8,0.0,1.4,0.05,0.3,235.0,440.0,-205.0,1184.2880949960986,1435.8618482104525,-251.57375321435393,6.0,6.101054256627537,-0.10105425662753742,0.0,0.3928571428571429,0.0,7.5,0,1,1.0,1.0
2002-10-12,Albania,Switzerland,0.16296296296296298,0.5814814814814814,0.7,1.7,2.2,1.2,0.2,1.6,0.2,0.2,427.0,532.0,-105.0,1413.2513561952524,1599.4842779366784,-186.23292174142603,6.061979852244047,8.03037729170706,-1.968397439463013,0.5833333333333334,1.2941176470588236,0.5,2.5,0,1,1.0,1.0
2002-10-12,Andorra,Belgium,0.0,0.5518518518518519,0.5,3.6,1.4,1.1,0.4,1.2,0.0,0.3,285.0,672.0,-387.0,1246.9396450718034,1794.7494266334709,-547.8097815616675,6.0,8.326526514514951,-2.326526514514951,0.45454545454545453,0.38888888888888884,0.5,2.5,0,2,0.0,1.0
2002-10-12,Belarus,Austria,0.4222222222222222,0.5333333333333333,1.0,1.3,1.1,1.4,1.0,1.0,0.3,0.2,483.0,530.0,-47.0,1527.5225609170034,1622.280751037567,-94.75819012056354,6.222537619423512,7.9103826553507135,-1.687845035927202,0.7142857142857143,0.8461538461538461,0.0,2.5,0,2,0.0,2.0
2002-10-12,Bulgaria,Croatia,0.6666666666666666,0.6518518518518519,1.6,1.4,1.6,0.4,1.0,0.6,0.2,0.35,546.0,641.0,-95.0,1631.003398611405,1774.2933261773576,-143.28992756595267,6.382274155283187,8.160117526047506,-1.7778433707643186,3.2,1.142857142857143,0.5,2.5,0,0,2.0,0.0
2002-10-12,Finland,Azerbaijan,0.5296296296296297,0.20370370370370372,1.6,1.0,0.4,1.8,1.8,0.6,0.25,0.15,572.0,389.0,183.0,1661.382473524301,1307.537582112226,353.8448914120752,6.442884313548047,6.0,0.44288431354804736,0.888888888888889,0.4,1.0,3.0,0,0,3.0,0.0
2002-10-12,Iceland,Scotland,0.45555555555555555,0.6666666666666666,1.4,2.0,1.5,0.8,1.4,1.6,0.2,0.3,532.0,518.0,14.0,1566.7947992887475,1660.3617960950887,-93.5669968063412,6.34843112405412,7.763924870321036,-1.4154937462669164,1.7499999999999998,0.75,0.5,2.5,0,2,0.0,2.0
2002-10-12,Italy,Serbia,0.6592592592592593,0.7222222222222221,1.6,0.6,2.2,0.8,1.4,3.4,0.25,0.35,717.0,1000.0,-283.0,1814.4760548437732,1723.6895916096628,90.78646323411044,6.7372536941723755,7.170696227168975,-0.4334425329965992,2.0,3.666666666666667,0.5,2.5,0,1,1.0,1.0
2002-10-12,Lithuania,Faroe Islands,0.10740740740740741,0.2518518518518518,0.3,2.5,0.6,2.3,0.2,0.6,0.2,0.25,414.0,369.0,45.0,1394.273857935881,1302.8082773064518,91.46558062942927,6.021697250531672,6.0,0.021697250531672374,0.13043478260869565,0.24,0.5,0.5,0,0,2.0,0.0
2002-10-12,North Macedonia,Turkey,0.32962962962962966,0.7555555555555554,1.2,1.7,1.9,0.6,1.2,1.6,0.35,0.2,456.0,721.0,-265.0,1441.406167617171,1822.869883862585,-381.46371624541416,6.14759075516228,8.334927267992663,-2.1873365128303828,2.0,1.1176470588235294,0.0,4.5,0,2,1.0,2.0
2002-10-12,France,Slovenia,0.6222222222222222,0.5518518518518519,1.5,1.1,1.5,1.1,0.8,1.2,0.2,0.45,774.0,642.0,132.0,1865.6864533505147,1667.357353060475,198.32910029003983,8.79704624170208,6.5933013113755345,2.203744930326546,1.3636363636363635,1.3636363636363635,0.5,2.5,0,0,5.0,0.0
2002-10-12,Denmark,Luxembourg,0.711111111111111,0.0,2.0,1.0,0.4,2.8,1.4,0.6,0.3,0.0,703.0,248.0,455.0,1844.7658773395028,1115.1074426803457,729.6584346591571,6.711562202228447,6.0,0.7115622022284471,0.7142857142857143,0.4,0.5,2.5,0,0,2.0,0.0
2002-10-12,Slovakia,England,0.47777777777777775,0.7074074074074074,1.4,1.2,2.0,0.7,1.8,1.2,0.2,0.25,563.0,718.0,-155.0,1598.8001103013355,1844.1906178902195,-245.39050758888402,6.422221411723013,8.728169714650539,-2.3059483029275256,2.0,1.6666666666666667,0.5,2.5,0,2,1.0,2.0
2002-10-12,Moldova,Czech Republic,0.23703703703703702,0.47407407407407404,0.6,2.0,1.5,1.0,0.8,2.0,0.35,0.1,398.0,676.0,-278.0,1346.0663282530757,1727.4006443834917,-381.334316130416,6.0,7.932846351430925,-1.9328463514309249,0.6,0.75,0.5,2.5,0,2,0.0,2.0
2002-10-12,Poland,Latvia,0.5814814814814814,0.2074074074074074,1.7,1.4,0.6,1.8,1.2,0.6,0.2,0.3,626.0,423.0,203.0,1693.1498867525377,1395.6814514120765,297.46843534046116,6.560419226800264,6.0497173292941016,0.5107018975061628,0.9444444444444444,0.4285714285714286,0.5,2.5,0,2,0.0,1.0
2002-10-12,Malta,Israel,0.03703703703703704,0.4777777777777778,0.4,2.6,1.1,1.5,0.6,1.2,0.05,0.2,363.0,542.0,-179.0,1263.8414081005453,1601.7872659622738,-337.9458578617284,6.0,6.3726940867841355,-0.3726940867841355,0.26666666666666666,0.4230769230769231,0.5,2.5,0,2,0.0,2.0
2002-10-12,Romania,Norway,0.6222222222222221,0.4444444444444444,1.4,1.0,1.4,1.6,1.6,2.0,0.2,0.3,651.0,616.0,35.0,1715.3861433975164,1655.2718053927306,60.11433800478585,6.611439192873551,8.36794778377016,-1.75650859089661,0.8749999999999999,1.4,0.5,2.5,0,2,0.0,1.0
2002-10-12,Sweden,Hungary,0.6962962962962962,0.35555555555555557,2.0,0.7,1.7,1.6,1.0,1.0,0.3,0.25,662.0,517.0,145.0,1788.1994269682252,1514.2113726101954,273.9880543580298,8.243873611882863,6.311167856450803,1.9327057554320604,1.25,2.428571428571429,0.5,1.5,0,1,1.0,1.0
2002-10-12,Ukraine,Greece,0.537037037037037,0.3148148148148148,1.2,1.0,1.0,1.9,1.6,0.8,0.55,0.25,559.0,562.0,-3.0,1634.8794999805575,1635.6512512493587,-0.7717512688011539,6.412931650828245,6.419905173876158,-0.006973523047912877,0.631578947368421,1.0,0.5,2.5,0,0,2.0,0.0
2002-10-12,Spain,Northern Ireland,0.8407407407407407,0.4222222222222223,2.3,0.7,1.1,1.2,1.8,1.2,0.2,0.2,774.0,420.0,354.0,1894.167696530595,1490.0452813236545,404.12241520694056,8.70177536708252,6.040444098362676,2.6613312687198443,1.9166666666666665,1.5714285714285716,0.5,2.5,0,0,3.0,0.0
2002-10-16,Iceland,Lithuania,0.4222222222222223,0.23333333333333334,1.3,2.0,0.5,2.2,0.8,0.6,0.15,0.2,532.0,414.0,118.0,1555.292777567974,1391.569759850603,163.72301771737102,6.34843112405412,6.021697250531672,0.3267338735224472,0.5909090909090908,0.25,0.0,1.0,0,0,3.0,0.0
2002-10-16,Hungary,San Marino,0.3333333333333333,0.05185185185185185,1.5,1.7,0.3,4.0,1.2,0.4,0.3,0.05,517.0,195.0,322.0,1525.7133943309689,1149.8479029061818,375.865491424787,6.311167856450803,6.0,0.3111678564508029,0.375,0.17647058823529413,0.5,2.5,0,0,3.0,0.0
2002-10-16,Greece,Armenia,0.2296296296296296,0.26296296296296295,0.7,2.1,0.9,2.1,0.6,0.8,0.2,0.4,562.0,419.0,143.0,1626.4412000065574,1428.522680195549,197.91851981100854,6.419905173876158,6.037338296067861,0.3825668778082969,0.3333333333333333,0.42857142857142855,0.5,2.5,0,0,2.0,0.0
2002-10-16,Germany,Faroe Islands,0.7962962962962963,0.23333333333333334,2.1,0.5,0.5,2.0,1.0,0.6,0.2,0.25,770.0,369.0,401.0,1894.0983844485927,1322.1471739420383,571.9512105065544,8.624701727187276,6.0,2.6247017271872757,1.05,1.0,0.5,2.5,0,0,2.0,1.0
2002-10-16,Estonia,Belgium,0.24074074074074073,0.5814814814814814,0.9,2.6,1.1,1.0,0.4,1.0,0.25,0.25,507.0,672.0,-165.0,1463.0323310507633,1758.7682204392272,-295.7358893884639,6.285720105168983,8.326526514514951,-2.0408064093459677,0.9,0.4230769230769231,0.5,2.5,0,2,0.0,1.0
2002-10-16,Czech Republic,Belarus,0.5407407407407407,0.38888888888888895,1.7,1.0,0.9,1.2,2.2,0.8,0.1,0.3,676.0,483.0,193.0,1737.2938357604207,1522.1470177875847,215.14681797283606,7.932846351430925,6.222537619423512,1.7103087320074133,1.4166666666666667,0.9,1.0,4.0,0,0,2.0,0.0
2002-10-16,Bulgaria,Andorra,0.6888888888888888,0.0,1.5,1.4,0.5,3.6,1.2,0.4,0.2,0.0,546.0,285.0,261.0,1666.9846048056486,1244.1635520283296,422.821052777319,6.382274155283187,6.0,0.382274155283187,0.41666666666666663,0.35714285714285715,0.5,2.5,0,0,2.0,1.0
2002-10-16,Austria,Netherlands,0.5962962962962963,0.7703703703703704,1.2,1.3,3.1,0.7,1.0,3.2,0.2,0.2,530.0,708.0,-178.0,1630.7498190437223,1895.1827979706313,-264.4329789269091,7.9103826553507135,8.48253303127317,-0.5721503759224573,1.7142857142857144,2.3846153846153846,0.5,2.5,0,2,0.0,3.0
2002-10-16,England,North Macedonia,0.725925925925926,0.2444444444444444,1.9,0.7,1.0,1.9,1.4,0.8,0.25,0.35,718.0,456.0,262.0,1843.6583372397417,1425.3809256262648,418.27741161347694,8.728169714650539,6.14759075516228,2.5805789594882587,1.0,1.4285714285714286,0.5,2.5,0,1,2.0,2.0
2002-10-16,Russia,Albania,0.6296296296296295,0.21481481481481482,2.0,1.0,0.8,1.6,2.4,0.2,0.15,0.25,652.0,427.0,225.0,1710.2584703149116,1398.5893525337478,311.6691177811638,6.613439014364736,6.061979852244047,0.5514591621206888,1.25,0.8,0.5,2.5,0,0,4.0,1.0
2002-10-16,Republic of Ireland,Switzerland,0.5999999999999999,0.5444444444444444,1.7,0.8,1.8,1.2,1.6,1.8,0.45,0.25,701.0,532.0,169.0,1861.0329741093012,1620.607210666149,240.42576344315216,6.707850281068951,8.03037729170706,-1.322527010638109,1.4166666666666667,2.25,0.5,2.5,0,2,1.0,2.0
2002-10-16,Serbia,Finland,0.6777777777777777,0.562962962962963,2.1,0.9,1.5,0.9,2.4,2.0,0.4,0.25,1000.0,572.0,428.0,1713.7964002327337,1628.5201986907323,85.27620154200144,7.170696227168975,6.442884313548047,0.7278119136209273,2.3333333333333335,1.6666666666666665,0.5,2.5,0,0,2.0,0.0
2002-10-16,Wales,Italy,0.5222222222222223,0.6148148148148148,1.1,1.0,1.5,0.7,1.2,1.2,0.3,0.25,487.0,717.0,-230.0,1548.2846937075742,1817.0391804194428,-268.7544867118686,6.233283110812878,6.7372536941723755,-0.5039705833594974,1.5714285714285716,1.5,0.0,3.0,0,0,2.0,1.0
2002-10-16,Turkey,Liechtenstein,0.774074074074074,0.06666666666666667,2.0,0.7,0.1,2.7,1.8,0.2,0.2,0.1,721.0,250.0,471.0,1833.6637998269393,1177.3948059580357,656.2689938689036,8.334927267992663,6.0,2.334927267992663,0.7407407407407407,0.14285714285714288,0.5,2.5,0,0,5.0,0.0
2002-10-16,Norway,Bosnia and Herzegovina,0.5185185185185185,0.3888888888888889,1.4,1.5,1.6,1.6,2.0,1.2,0.3,0.2,616.0,476.0,140.0,1667.6985687107806,1513.4088839422436,154.28968476853697,8.36794778377016,7.7185460015495275,0.6494017822206333,0.8749999999999999,1.0666666666666667,0.5,2.5,0,0,2.0,0.0
